priority,reporter_experience,reproduction_steps,num_attachments,description_length,affected_users_count,prev_similar_tickets,auto_tag_count,sla_breached,resolution_time,affected_users_count_log,is_widespread,is_critical_impact,affects_users,impact_level,num_attachments_log,has_attachments,many_attachments,attachment_category,is_multi_category,tag_complexity,affected_users_count_is_outlier,affected_users_count_is_extreme,num_attachments_is_outlier,num_attachments_is_extreme,auto_tag_count_is_outlier,auto_tag_count_is_extreme,description_length_is_outlier,description_length_is_extreme,prev_similar_tickets_is_outlier,prev_similar_tickets_is_extreme,severity_score,is_critical_incident,documentation_score,impact_per_doc,priority_encoded,reporter_experience_encoded,module_version_frequency,product_area_frequency,product_area_Auth,product_area_Backend,product_area_Database,product_area_Devops,product_area_Ml,product_area_Security,product_area_Ui,customer_type_Free-Tier,customer_type_Internal,customer_type_Smb,ticket_type_Crash,ticket_type_Feature Request,ticket_type_Performance,ticket_type_Question,assigned_team_Qa,assigned_team_Security,assigned_team_Sre,assigned_team_Support
Medium,Junior,0,1,574.0,9.0,1.0,2,1,22.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.407663473309608,0,0.8,1.359943848610108,2.0,1,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Medium,Mid,1,0,473.0,14.0,1.0,0,1,12.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.2292200804408844,0,0.6000000000000001,2.70805020110221,2.0,2,0.0014070351758793,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Low,Junior,0,0,625.0,10.0,3.0,1,0,21.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.8091581091193483,0,0.4,2.3978952727983707,1.0,1,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Medium,Senior,0,2,597.5284210526315,10.0,1.003157894736842,4,1,29.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.574568987905601,0,0.8,1.1426099455084204,2.0,3,0.0006030150753768,0.1312562814070351,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
Medium,Mid,1,1,478.0,8.0,3.0,4,1,35.0,2.19722457733622,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.573519267046477,0,1.0,1.2977162307942829,2.0,2,0.0006030150753768,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True
Medium,Junior,1,3,737.0,12.0,0.0,2,0,31.0,2.5649493574615367,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,2.777238615208593,0,1.0,1.0748671242125396,2.0,1,0.0020100502512562,0.1252261306532663,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
Low,Junior,1,2,477.0,6.0,0.0,0,0,20.0,1.9459101490553128,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.9520865173557471,0,1.0,0.9272366122902532,1.0,1,0.0018090452261306,0.1252261306532663,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Medium,Junior,1,0,475.0,3.0,2.0,4,0,35.0,1.3862943611198906,0,0,1,individual,0.0,0,0,none,1,complex,0,0,0,0,0,0,0,0,0,0,1.9045177444479564,0,0.6000000000000001,1.3862943611198906,2.0,1,0.001608040201005,0.12,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
Low,Senior,1,0,599.0,15.0,0.0,2,0,23.0,2.772588722239781,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.3070354888959126,0,0.6000000000000001,2.772588722239781,1.0,3,0.0014070351758793,0.1214070351758793,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
Medium,Junior,0,2,597.5284210526315,10.0,1.003157894736842,4,0,14.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.574568987905601,0,0.8,1.1426099455084204,2.0,1,0.0012060301507537,0.1312562814070351,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Low,Senior,0,3,478.0,11.0,2.0,1,0,9.0,2.4849066497880004,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.627221532139178,0,0.8,1.0413244444083716,1.0,3,0.0008040201005025,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
High,Junior,1,0,720.0,13.0,1.0,1,0,25.0,2.6390573296152584,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.695622931846104,0,0.6000000000000001,2.6390573296152584,3.0,1,0.0002010050251256,0.1252261306532663,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Medium,Junior,0,1,734.0,15.0,1.0,3,1,31.0,2.772588722239781,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.915664925007902,0,0.8,1.6375355634014348,2.0,1,0.0008040201005025,0.1206030150753768,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Urgent,Senior,1,2,593.0,6.0,1.0,2,0,9.0,1.9459101490553128,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.3840865173557475,0,1.0,0.9272366122902532,,3,0.0012060301507537,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Low,Junior,1,0,602.0,15.0,2.0,2,0,32.0,2.772588722239781,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.7130354888959123,0,0.6000000000000001,2.772588722239781,1.0,1,0.0020100502512562,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Medium,Junior,1,0,430.0,12.0,1.0,0,0,33.0,2.5649493574615367,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.0859797429846147,0,0.6000000000000001,2.5649493574615367,2.0,1,0.0008040201005025,0.1206030150753768,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Low,Senior,1,0,620.0,11.0,1.0,1,0,43.0,2.4849066497880004,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4339626599152004,0,0.6000000000000001,2.4849066497880004,1.0,3,0.001608040201005,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
Low,Junior,1,0,852.0,10.0,2.0,2,1,10.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,3.0631581091193483,0,0.6000000000000001,2.3978952727983707,1.0,1,0.0014070351758793,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
Medium,Mid,0,0,384.0,7.0,2.0,3,1,23.0,2.079441541679836,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,1.9997766166719344,0,0.0,2.079441541679836,2.0,2,0.0008040201005025,0.1206030150753768,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
Urgent,Senior,1,0,558.0,9.0,0.0,6,0,2.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,1,very_complex,0,0,0,0,0,0,0,0,0,0,2.0370340371976186,0,0.6000000000000001,2.302585092994046,,3,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
Medium,Mid,1,0,433.0,9.0,1.0,1,0,11.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,1.9870340371976185,0,0.6000000000000001,2.302585092994046,2.0,2,0.0012060301507537,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Low,Mid,0,1,400.0,3.0,1.0,0,1,8.0,1.3862943611198906,0,0,1,individual,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,1.6931471805599452,0,0.4,0.8187677817007174,1.0,2,0.0006030150753768,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Medium,Senior,1,2,368.0,10.0,1.0,5,0,9.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.1148805668529707,0,0.6000000000000001,1.1426099455084204,2.0,3,0.0012060301507537,0.1206030150753768,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Urgent,Mid,0,2,613.0,15.0,0.0,3,1,7.0,2.772588722239781,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.5547579466295343,0,0.8,1.3211533817899312,,2,0.0018090452261306,0.1298492462311558,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
Low,Mid,1,0,659.0,9.0,1.0,2,0,11.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.4390340371976187,0,0.6000000000000001,2.302585092994046,1.0,2,0.0012060301507537,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
Medium,Junior,1,0,405.0,14.0,3.0,1,0,32.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.493220080440884,0,0.6000000000000001,2.70805020110221,2.0,1,0.0018090452261306,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
High,Senior,1,2,368.0,10.0,1.0,0,0,13.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.1148805668529707,0,0.6000000000000001,1.1426099455084204,3.0,3,0.001608040201005,0.1252261306532663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Low,Mid,1,1,691.0,8.0,2.0,0,1,12.0,2.19722457733622,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.799519267046477,0,1.0,1.2977162307942829,1.0,2,0.0012060301507537,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Medium,Junior,1,2,517.0,15.0,1.0,1,0,10.0,2.772588722239781,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.5627579466295343,0,1.0,1.3211533817899312,2.0,1,0.0010050251256281,0.1214070351758793,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
Low,Senior,0,2,663.0,12.0,3.0,0,1,34.0,2.5649493574615367,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,3.171702200718237,0,0.8,1.2222121119329712,1.0,3,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
Medium,Mid,0,3,718.0,7.0,0.0,2,0,34.0,2.079441541679836,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,2.5450354888959126,0,0.8,0.8714103237053921,2.0,2,0.0012060301507537,0.1298492462311558,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False
Medium,Junior,1,0,650.0,4.0,1.0,3,0,21.0,1.6094379124341005,0,0,1,individual,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.1437751649736403,0,0.6000000000000001,1.6094379124341005,2.0,1,0.0012060301507537,0.1252261306532663,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
Medium,Mid,1,2,405.0,9.0,0.0,3,0,47.0,2.302585092994046,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,1.9507564949312408,0,1.0,1.0971941341558558,2.0,2,0.0012060301507537,0.12,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False
Low,Mid,0,1,575.0,9.0,1.0,3,1,34.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.409663473309608,0,0.8,1.359943848610108,1.0,2,0.0010050251256281,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Low,Mid,1,1,826.0,8.0,0.0,1,0,31.0,2.19722457733622,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.669519267046477,0,1.0,1.2977162307942829,1.0,2,0.0012060301507537,0.12,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False
High,Mid,0,1,713.0,9.0,0.0,2,0,22.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.485663473309608,0,0.8,1.359943848610108,3.0,2,0.0012060301507537,0.1312562814070351,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
Low,Mid,0,1,561.0,11.0,0.0,1,0,32.0,2.4849066497880004,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.254592096027189,0,0.8,1.4676258970978588,1.0,2,0.0006030150753768,0.1206030150753768,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
High,Mid,0,2,621.0,6.0,2.0,1,0,1.0,1.9459101490553128,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6400865173557477,0,0.8,0.9272366122902532,3.0,2,0.0014070351758793,0.1252261306532663,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
Low,Senior,1,1,620.0,14.0,2.0,4,0,24.0,2.70805020110221,0,0,1,small_team,0.6931471805599453,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.861849516552873,0,1.0,1.5994180731568908,1.0,3,0.001608040201005,0.1298492462311558,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Medium,Junior,1,2,580.0,16.0,0.0,3,1,24.0,2.833213344056216,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.513007795356108,0,1.0,1.350041338914642,2.0,1,0.0012060301507537,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
High,Mid,1,1,649.0,13.0,2.0,1,1,24.0,2.6390573296152584,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.8922523679580925,0,1.0,1.558669771840206,3.0,2,0.0014070351758793,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
Low,Junior,1,0,724.0,8.0,0.0,1,0,8.0,2.19722457733622,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.326889830934488,0,0.6000000000000001,2.19722457733622,1.0,1,0.001608040201005,0.1214070351758793,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
Low,Mid,1,0,343.0,9.0,1.0,1,0,35.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,1.8070340371976183,0,0.2,2.302585092994046,1.0,2,0.0014070351758793,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Urgent,Mid,0,0,462.0,10.0,2.0,3,0,10.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.2831581091193485,0,0.4,2.3978952727983707,,2,0.0014070351758793,0.12,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
Low,Mid,0,0,515.0,13.0,2.0,3,0,17.0,2.6390573296152584,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.485622931846103,0,0.4,2.6390573296152584,1.0,2,0.0006030150753768,0.1298492462311558,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
High,Junior,1,3,597.5284210526315,10.0,1.003157894736842,3,1,26.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,2.6321054023959576,0,1.0,1.0048614755444654,3.0,1,0.0006030150753768,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
High,Junior,1,1,842.0,10.0,1.0,2,0,3.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.9817875452313376,0,1.0,1.4162355761684913,3.0,1,0.0014070351758793,0.1228140703517588,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
High,Junior,0,3,597.5284210526315,10.0,1.003157894736842,1,0,9.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.6321054023959576,0,0.8,1.0048614755444654,3.0,1,0.0008040201005025,0.1214070351758793,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
Urgent,Junior,1,0,571.0,14.0,1.0,3,1,4.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.425220080440885,0,0.6000000000000001,2.70805020110221,,1,0.0010050251256281,0.12,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
Low,Mid,0,1,629.0,9.0,1.0,1,0,19.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.517663473309608,0,0.8,1.359943848610108,1.0,2,0.0012060301507537,0.1298492462311558,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
Low,Mid,1,0,593.0,13.0,0.0,2,1,9.0,2.6390573296152584,0,0,1,small_team,0.0,0,0,none,0,standard,0,0,0,0,0,0,0,0,0,0,2.2416229318461034,0,0.6000000000000001,2.6390573296152584,1.0,2,0.0010050251256281,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False
Urgent,Mid,1,1,905.0,9.0,1.0,2,1,7.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,3.069663473309608,0,1.0,1.359943848610108,,2,0.0014070351758793,0.1312562814070351,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False
High,Senior,1,5,740.0,13.0,1.0,1,1,11.0,2.6390573296152584,0,0,1,small_team,1.791759469228055,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,3.093974825691715,0,1.0,0.9453025444004244,3.0,3,0.001608040201005,0.1214070351758793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Low,Junior,0,0,554.0,14.0,2.0,0,0,31.0,2.70805020110221,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.591220080440884,0,0.4,2.70805020110221,1.0,1,0.001608040201005,0.1214070351758793,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
High,Mid,1,0,605.0,9.0,0.0,1,0,9.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.1310340371976184,0,0.6000000000000001,2.302585092994046,3.0,2,0.0008040201005025,0.1206030150753768,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
Medium,Senior,1,2,597.5284210526315,10.0,1.003157894736842,2,0,15.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.574568987905601,0,1.0,1.1426099455084204,2.0,3,0.001608040201005,0.1252261306532663,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
Medium,Mid,1,2,691.0,10.0,0.0,4,0,4.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,1,complex,0,0,0,0,0,0,0,0,0,0,2.5608805668529704,0,1.0,1.1426099455084204,2.0,2,0.0012060301507537,0.1298492462311558,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True
Medium,Senior,1,3,550.0,10.0,1.0,1,0,10.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,minimal,0,0,0,0,0,0,0,0,0,0,2.5364169813433266,0,1.0,1.0048614755444654,2.0,3,0.0014070351758793,0.1252261306532663,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Medium,Mid,1,1,530.0,12.0,0.0,1,0,43.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.224609179096604,0,1.0,1.514900409669805,2.0,2,0.0008040201005025,0.12,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
Urgent,Junior,1,2,556.0,8.0,0.0,1,0,4.0,2.19722457733622,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.21061228866811,0,1.0,1.0469892839189912,,1,0.001608040201005,0.1252261306532663,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
High,Mid,1,0,553.0,9.0,0.0,1,1,20.0,2.302585092994046,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.0270340371976188,0,0.6000000000000001,2.302585092994046,3.0,2,0.0006030150753768,0.1288442211055276,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
Medium,Mid,1,0,649.0,8.0,1.0,1,1,18.0,2.19722457733622,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.376889830934488,0,0.6000000000000001,2.19722457733622,2.0,2,0.0004020100502512,0.1312562814070351,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Medium,Junior,0,1,482.0,13.0,1.0,2,0,6.0,2.6390573296152584,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.3582523679580927,0,0.8,1.558669771840206,2.0,1,0.0022110552763819,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Urgent,Junior,1,2,673.0,7.0,2.0,2,1,2.0,2.079441541679836,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.797499074405556,0,1.0,0.9908650363424484,,1,0.0006030150753768,0.1206030150753768,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Low,Mid,0,1,610.0,12.0,0.0,2,0,17.0,2.5649493574615367,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.3846091790966035,0,0.8,1.514900409669805,1.0,2,0.001608040201005,0.1228140703517588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Low,Mid,1,0,556.0,10.0,1.0,1,0,10.0,2.3978952727983707,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.2711581091193485,0,0.6000000000000001,2.3978952727983707,1.0,2,0.0010050251256281,0.1206030150753768,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Low,Mid,1,2,637.0,10.0,0.0,1,0,25.0,2.3978952727983707,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.4528805668529703,0,1.0,1.1426099455084204,1.0,2,0.0018090452261306,0.1298492462311558,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
Medium,Junior,1,1,760.0,4.0,1.0,2,1,11.0,1.6094379124341005,0,0,1,individual,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.5024046010856296,0,1.0,0.9505599577597492,2.0,1,0.0012060301507537,0.1252261306532663,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Urgent,Senior,1,3,597.5284210526315,10.0,1.003157894736842,2,0,7.0,2.3978952727983707,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,2.6321054023959576,0,1.0,1.0048614755444654,,3,0.0010050251256281,0.1288442211055276,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Medium,Mid,1,1,479.0,10.0,1.0,1,0,16.0,2.3978952727983707,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.2557875452313376,0,1.0,1.4162355761684913,2.0,2,0.0004020100502512,0.1206030150753768,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Medium,Mid,1,1,744.0,9.0,2.0,1,0,26.0,2.302585092994046,0,0,1,small_team,0.6931471805599453,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.9476634733096074,0,1.0,1.359943848610108,2.0,2,0.0014070351758793,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
Low,Junior,1,0,407.0,12.0,2.0,0,1,21.0,2.5649493574615367,0,0,1,small_team,0.0,0,0,none,0,minimal,0,0,0,0,0,0,0,0,0,0,2.2399797429846147,0,0.6000000000000001,2.5649493574615367,1.0,1,0.0008040201005025,0.1312562814070351,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Medium,Junior,0,3,659.0,8.0,1.0,2,0,12.0,2.19722457733622,0,0,1,small_team,1.3862943611198906,1,0,moderate,0,standard,0,0,0,0,0,0,0,0,0,0,2.6741487031584663,0,0.8,0.9207684572095536,2.0,1,0.0010050251256281,0.1288442211055276,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Medium,Junior,1,1,477.0,13.0,1.0,3,1,29.0,2.6390573296152584,0,0,1,small_team,0.6931471805599453,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.348252367958093,0,1.0,1.558669771840206,2.0,1,0.0014070351758793,0.1288442211055276,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
Medium,Junior,1,2,585.0,9.0,1.0,0,1,30.0,2.302585092994046,0,0,1,small_team,1.0986122886681098,1,0,few,0,minimal,0,0,0,0,0,0,0,0,0,0,2.5107564949312406,0,1.0,1.0971941341558558,2.0,1,0.0012060301507537,0.12,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
Low,Senior,0,2,686.0,8.0,0.0,2,0,31.0,2.19722457733622,0,0,1,small_team,1.0986122886681098,1,0,few,0,standard,0,0,0,0,0,0,0,0,0,0,2.47061228866811,0,0.8,1.0469892839189912,1.0,3,0.0008040201005025,0.1288442211055276,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False
Medium,Mid,0,3,601.0,11.0,0.0,4,0,7.0,2.4849066497880004,0,0,1,small_team,1.3862943611198906,1,0,moderate,1,complex,0,0,0,0,0,0,0,0,0,0,2.473221532139178,0,0.8,1.0413244444083716,2.0,2,0.0012060301507537,0.1298492462311558,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
