ticket_id,submitted_at,product_area,customer_type,priority,reporter_experience,reproduction_steps,num_attachments,description_length,affected_users_count,prev_similar_tickets,module_version,ticket_type,auto_tag_count,sla_breached,assigned_team,severity,resolved_at,resolution_time
TCKT-102598,2025-04-15 01:26:00,Backend,Smb,Low,Mid,0,1,434.0,14.0,1.0,4.8.2,Bug,3,0,Dev,Low,2025-04-16 22:26:00,45.0
TCKT-102599,2024-09-17 18:01:00,Backend,Enterprise,Low,Junior,1,1,655.0,3.0,0.0,1.2.14,Question,2,0,Dev,Low,2024-09-18 15:01:00,21.0
TCKT-102600,2025-05-13 05:19:00,Database,Smb,Urgent,Mid,0,0,742.0,14.0,0.0,1.9.5,Performance,3,1,Dev,High,2025-05-13 07:19:00,2.0
TCKT-102601,2024-05-20 11:24:00,Ui,Smb,Medium,Junior,1,1,570.0,8.0,0.0,4.7.19,Question,0,1,Qa,Medium,2024-05-20 18:24:00,7.0
TCKT-102602,2024-08-14 05:58:00,Database,Smb,Urgent,Junior,1,0,847.0,14.0,3.0,3.3.15,Crash,6,0,Sre,Critical,2024-08-14 12:58:00,7.0
TCKT-102603,2023-11-06 03:12:00,Ui,Enterprise,Medium,Mid,1,2,631.0,6.0,0.0,5.1.12,Feature Request,0,1,Qa,Low,2023-11-07 10:12:00,31.0
TCKT-102604,2025-06-18 13:00:00,Auth,Enterprise,High,Senior,1,0,483.0,7.0,0.0,5.1.7,Feature Request,3,0,Security,Medium,2025-06-19 14:00:00,25.0
TCKT-102605,2023-07-29 03:01:00,Auth,Enterprise,Low,Senior,1,0,436.0,6.0,3.0,5.4.6,Bug,2,0,Support,Medium,2023-07-29 10:01:00,7.0
TCKT-102606,2024-07-20 16:40:00,Security,Enterprise,Low,Junior,0,0,752.0,11.0,2.0,3.1.3,Bug,1,0,Security,Medium,2024-07-21 15:40:00,23.0
TCKT-102607,2023-01-02 09:51:00,Ui,Enterprise,Medium,Mid,0,1,619.0,7.0,0.0,4.8.16,Feature Request,1,0,Security,Medium,2023-01-03 20:51:00,35.0
TCKT-102608,2024-12-01 19:23:00,Api,Internal,Medium,Mid,1,1,701.0,12.0,1.0,5.3.9,Bug,4,0,Sre,Medium,2024-12-02 06:23:00,11.0
TCKT-102609,2023-08-13 11:20:00,Devops,Free-Tier,Low,Junior,1,0,201.0,8.0,1.0,3.0.3,Question,2,0,Sre,Low,2023-08-14 12:20:00,25.0
TCKT-102610,2023-12-01 13:21:00,Security,Free-Tier,Low,Mid,0,1,636.0,8.0,0.0,2.6.7,Crash,4,1,Support,High,2023-12-02 05:21:00,16.0
TCKT-102611,2024-10-29 14:39:00,Security,Internal,Low,Mid,0,1,523.0,8.0,2.0,3.1.10,Bug,0,0,Sre,Low,2024-10-30 00:39:00,10.0
TCKT-102612,2024-08-19 17:44:00,Api,Smb,High,Senior,1,1,390.0,8.0,2.0,3.9.10,Bug,2,0,Dev,High,2024-08-20 09:44:00,16.0
TCKT-102613,2025-01-23 18:47:00,Devops,Internal,Medium,Junior,0,1,590.0,9.0,1.0,1.9.3,Bug,1,0,Security,Low,2025-01-24 12:47:00,18.0
TCKT-102614,2024-04-12 13:04:00,Database,Enterprise,Low,Junior,1,2,763.0,5.0,2.0,4.3.0,Bug,3,0,Support,Medium,2024-04-13 02:04:00,13.0
TCKT-102615,2025-05-30 02:26:00,Devops,Smb,Low,Senior,1,2,939.0,15.0,3.0,4.3.0,Bug,1,0,Support,Low,2025-05-31 01:26:00,23.0
TCKT-102616,2023-06-13 01:44:00,Database,Smb,Low,Mid,1,0,636.0,14.0,0.0,4.3.0,Question,2,0,Sre,Medium,2023-06-13 05:44:00,4.0
TCKT-102617,2024-10-03 21:20:00,Auth,Smb,Medium,Senior,1,2,493.0,9.0,0.0,1.7.6,Question,1,1,Support,Low,2024-10-05 11:20:00,38.0
TCKT-102618,2025-06-19 23:08:00,Backend,Internal,Low,Junior,1,0,484.0,16.0,1.0,4.4.13,Question,1,0,Support,Low,2025-06-21 00:08:00,25.0
TCKT-102619,2024-08-16 22:42:00,Auth,Enterprise,High,Mid,1,0,744.0,10.0,2.0,5.6.1,Bug,4,0,Dev,Medium,2024-08-17 08:42:00,10.0
TCKT-102620,2024-01-07 21:10:00,Auth,Enterprise,Low,Mid,1,1,450.0,10.0,0.0,2.6.19,Bug,1,0,Security,Medium,2024-01-09 03:10:00,30.0
TCKT-102621,2024-10-11 18:20:00,Backend,Free-Tier,Low,Junior,0,1,693.0,10.0,0.0,4.4.6,Feature Request,6,1,Support,Low,2024-10-12 01:20:00,7.0
TCKT-102622,2025-01-16 21:20:00,Devops,Enterprise,High,Mid,0,1,644.0,12.0,0.0,2.4.17,Bug,2,0,Support,High,2025-01-17 17:20:00,20.0
TCKT-102623,2023-05-10 07:50:00,Security,Smb,High,Mid,1,1,627.0,10.0,1.0,2.5.6,Question,2,0,Support,Medium,2023-05-11 01:50:00,18.0
TCKT-102624,2025-03-31 08:51:00,Devops,Free-Tier,Low,Junior,1,1,364.0,10.0,3.0,4.4.15,Performance,1,0,Qa,Medium,2025-04-01 11:51:00,27.0
TCKT-102625,2024-02-13 23:55:00,Database,Smb,High,Junior,1,1,546.0,8.0,1.0,3.3.17,Bug,2,1,Dev,Medium,2024-02-14 21:55:00,22.0
TCKT-102626,2024-08-05 17:19:00,Api,Smb,Medium,Mid,1,2,381.0,18.0,3.0,1.4.11,Bug,3,0,Security,Low,2024-08-06 16:19:00,23.0
TCKT-102627,2023-03-28 04:06:00,Database,Enterprise,High,Mid,1,0,511.0,13.0,0.0,2.5.17,Bug,2,0,Qa,High,2023-03-28 20:06:00,16.0
TCKT-102628,2025-01-31 07:45:00,Api,Enterprise,Medium,Senior,1,1,737.0,7.0,2.0,2.3.13,Bug,2,0,Support,Medium,2025-02-01 14:45:00,31.0
TCKT-102629,2025-01-25 19:12:00,Auth,Internal,Medium,Mid,1,1,784.0,5.0,1.0,3.8.15,Bug,2,0,Sre,Low,2025-01-27 07:12:00,36.0
TCKT-102630,2023-04-29 16:32:00,Backend,Smb,Urgent,Junior,1,2,632.0,14.0,1.0,4.5.12,Bug,2,0,Support,High,2023-04-29 23:32:00,7.0
TCKT-102631,2023-04-18 01:00:00,Auth,Smb,Low,Senior,1,1,514.0,9.0,0.0,3.0.8,Bug,3,0,Dev,Low,2023-04-18 16:00:00,15.0
TCKT-102632,2023-05-27 15:45:00,Ui,Enterprise,Medium,Senior,0,0,838.0,4.0,0.0,3.4.6,Bug,2,0,Support,Medium,2023-05-28 19:45:00,28.0
TCKT-102633,2024-05-15 03:10:00,Devops,Enterprise,Medium,Junior,1,1,597.5284210526315,10.0,1.003157894736842,2.3.14,Bug,2,0,Sre,Medium,2024-05-15 13:10:00,10.0
TCKT-102634,2024-02-28 18:17:00,Api,Free-Tier,Low,Mid,1,0,429.0,10.0,1.0,5.5.0,Question,5,0,Qa,Low,2024-02-29 10:17:00,16.0
TCKT-102635,2023-11-22 14:52:00,Database,Enterprise,Low,Junior,1,2,704.0,11.0,2.0,5.1.13,Crash,3,0,Dev,High,2023-11-23 02:52:00,12.0
TCKT-102636,2024-12-14 03:18:00,Backend,Smb,Low,Junior,1,1,668.0,13.0,0.0,1.5.6,Bug,0,0,Qa,Low,2024-12-14 19:18:00,16.0
TCKT-102637,2024-05-23 06:38:00,Api,Enterprise,Medium,Junior,1,1,518.0,11.0,2.0,1.1.16,Bug,3,0,Sre,Medium,2024-05-23 20:38:00,14.0
TCKT-102638,2024-04-06 17:44:00,Database,Smb,Medium,Junior,0,2,615.0,9.0,0.0,5.7.4,Bug,2,1,Security,Medium,2024-04-06 19:44:00,2.0
TCKT-102639,2023-06-26 18:20:00,Devops,Free-Tier,Medium,Senior,1,0,666.0,8.0,1.0,2.4.19,Bug,4,1,Qa,Medium,2023-06-27 18:20:00,24.0
TCKT-102640,2023-06-15 03:44:00,Auth,Smb,Low,Mid,0,0,630.0,7.0,1.0,2.7.0,Bug,2,0,Qa,Low,2023-06-16 06:44:00,27.0
TCKT-102641,2025-02-02 05:37:00,Devops,Enterprise,Medium,Senior,1,1,668.0,14.0,1.0,1.7.10,Bug,4,0,Support,Low,2025-02-02 09:37:00,4.0
TCKT-102642,2023-07-25 18:20:00,Ml,Smb,Urgent,Mid,1,1,524.0,6.0,0.0,4.3.6,Crash,4,0,Dev,High,2023-07-26 16:20:00,22.0
TCKT-102643,2023-01-16 13:32:00,Ui,Internal,Medium,Mid,1,1,678.0,8.0,0.0,1.6.3,Bug,2,1,Dev,Low,2023-01-17 06:32:00,17.0
TCKT-102644,2024-05-21 06:51:00,Ml,Smb,Medium,Mid,1,0,602.0,20.0,1.0,4.4.17,Bug,1,0,Security,Medium,2024-05-21 10:51:00,4.0
TCKT-102645,2025-03-29 07:25:00,Backend,Internal,High,Senior,1,3,529.0,9.0,0.0,5.2.2,Bug,0,0,Security,High,2025-03-30 04:25:00,21.0
TCKT-102646,2023-09-29 13:15:00,Api,Smb,High,Mid,0,2,563.0,5.0,1.0,1.1.19,Bug,1,1,Qa,High,2023-09-30 04:15:00,15.0
TCKT-102647,2024-08-05 02:36:00,Backend,Internal,Medium,Mid,1,2,585.0,19.0,0.0,1.8.13,Feature Request,1,1,Security,Low,2024-08-06 14:36:00,36.0
TCKT-102648,2024-04-12 19:22:00,Auth,Smb,High,Senior,1,2,383.0,9.0,0.0,4.3.4,Bug,3,1,Dev,High,2024-04-13 07:22:00,12.0
TCKT-102649,2023-09-17 00:58:00,Database,Enterprise,Medium,Junior,0,1,504.0,12.0,1.0,3.7.6,Bug,2,0,Dev,Medium,2023-09-17 05:58:00,5.0
TCKT-102650,2025-02-06 00:33:00,Devops,Enterprise,High,Mid,1,3,609.0,14.0,1.0,3.1.17,Bug,1,0,Qa,High,2025-02-06 20:33:00,20.0
TCKT-102651,2024-05-16 21:36:00,Ml,Enterprise,Low,Senior,1,38,397.0,2574.0,0.0,2.2.14,Bug,1,0,Qa,Medium,2024-05-17 18:36:00,21.0
TCKT-102652,2024-11-18 05:51:00,Security,Free-Tier,Low,Senior,1,3,507.0,9.0,0.0,3.9.16,Bug,2,0,Sre,Low,2024-11-18 19:51:00,14.0
TCKT-102653,2023-04-27 06:29:00,Ml,Internal,Low,Junior,1,1,597.5284210526315,10.0,1.003157894736842,3.2.12,Bug,0,0,Dev,Low,2023-04-28 22:29:00,40.0
TCKT-102654,2025-03-20 19:47:00,Auth,Smb,High,Mid,1,3,430.0,14.0,2.0,2.0.0,Feature Request,0,0,Security,Medium,2025-03-22 00:47:00,29.0
TCKT-102655,2023-06-02 04:09:00,Ml,Enterprise,Medium,Mid,1,0,542.0,15.0,1.0,1.7.10,Bug,1,0,Sre,Medium,2023-06-03 11:09:00,31.0
TCKT-102656,2024-06-16 18:38:00,Auth,Enterprise,Low,Junior,1,1,474.0,11.0,0.0,3.6.8,Bug,4,0,Support,Critical,2024-06-17 01:38:00,7.0
TCKT-102657,2023-04-17 14:15:00,Security,Internal,Low,Mid,1,1,582.0,10.0,0.0,1.8.6,Feature Request,0,0,Security,Low,2023-04-19 11:15:00,45.0
TCKT-102658,2023-07-05 02:22:00,Backend,Smb,Urgent,Junior,1,1,477.0,12.0,1.0,1.6.1,Performance,1,0,Support,Critical,2023-07-05 03:22:00,1.0
TCKT-102659,2023-08-11 17:29:00,Devops,Enterprise,High,Mid,1,1,597.5284210526315,10.0,1.003157894736842,2.6.0,Crash,4,1,Sre,High,2023-08-12 16:29:00,23.0
TCKT-102660,2024-09-02 21:39:00,Api,Smb,Medium,Mid,1,2,492.0,13.0,1.0,2.7.9,Performance,1,0,Dev,Low,2024-09-03 03:39:00,6.0
TCKT-102661,2024-02-07 16:05:00,Database,Enterprise,Medium,Mid,0,0,758.0,7.0,0.0,4.1.1,Bug,3,0,Dev,Low,2024-02-08 06:05:00,14.0
TCKT-102662,2023-11-23 13:09:00,Api,Enterprise,Medium,Mid,1,1,612.0,10.0,1.0,2.7.11,Bug,1,0,Support,Medium,2023-11-24 16:09:00,27.0
TCKT-102663,2024-08-29 05:39:00,Backend,Smb,Medium,Mid,0,2,449.0,10.0,0.0,5.7.16,Bug,2,0,Dev,Medium,2024-08-29 16:39:00,11.0
TCKT-102664,2024-12-16 00:23:00,Database,Enterprise,Urgent,Junior,1,1,726.0,10.0,1.0,1.7.14,Bug,1,1,Qa,High,2024-12-16 08:23:00,8.0
TCKT-102665,2025-05-01 10:47:00,Ml,Free-Tier,Low,Junior,1,1,456.0,4.0,1.0,5.7.16,Bug,1,0,Sre,Low,2025-05-01 16:47:00,6.0
TCKT-102666,2023-06-08 23:54:00,Security,Enterprise,Medium,Junior,1,0,365.0,10.0,0.0,3.7.13,Bug,2,0,Security,Low,2023-06-10 21:54:00,46.0
TCKT-102667,2024-03-26 03:31:00,Security,Enterprise,Medium,Junior,0,0,599.0,13.0,0.0,1.3.9,Performance,1,0,Sre,Medium,2024-03-27 10:31:00,31.0
TCKT-102668,2024-01-20 04:19:00,Ui,Enterprise,Medium,Mid,1,0,886.0,13.0,1.0,4.2.14,Feature Request,1,0,Support,Medium,2024-01-20 06:19:00,2.0
TCKT-102669,2024-07-05 03:38:00,Backend,Internal,Medium,Mid,0,4,325.0,8.0,0.0,3.9.8,Crash,3,0,Support,Critical,2024-07-05 13:38:00,10.0
TCKT-102670,2023-09-04 02:41:00,Backend,Smb,Medium,Junior,0,0,400.0,7.0,1.0,2.7.15,Bug,2,0,Dev,Medium,2023-09-04 15:41:00,13.0
TCKT-102671,2023-10-19 06:07:00,Devops,Smb,Low,Junior,1,2,712.0,12.0,2.0,3.6.7,Bug,1,0,Support,Medium,2023-10-20 10:07:00,28.0
TCKT-102672,2023-12-23 08:25:00,Api,Enterprise,Medium,Mid,1,0,503.0,12.0,1.0,2.6.2,Bug,4,0,Security,Medium,2023-12-23 23:25:00,15.0
TCKT-102673,2024-08-27 19:54:00,Backend,Enterprise,Low,Mid,1,1,691.0,6.0,0.0,5.4.18,Bug,1,0,Sre,Medium,2024-08-28 10:54:00,15.0
TCKT-102674,2024-02-28 01:39:00,Backend,Smb,Low,Senior,1,0,474.0,13.0,0.0,1.1.1,Bug,2,0,Security,Low,2024-02-29 14:39:00,37.0
TCKT-102675,2025-04-28 19:16:00,Ml,Internal,Low,Mid,1,0,621.0,11.0,0.0,2.6.16,Crash,2,0,Sre,High,2025-04-29 07:16:00,12.0
TCKT-102676,2024-06-04 17:42:00,Ml,Smb,High,Mid,0,1,861.0,6.0,0.0,2.6.6,Bug,2,0,Dev,High,2024-06-04 22:42:00,5.0
TCKT-102677,2025-01-29 02:27:00,Database,Enterprise,Medium,Junior,1,2,420.0,9.0,1.0,2.9.15,Bug,3,1,Support,Low,2025-01-29 13:27:00,11.0
TCKT-102678,2024-01-13 18:29:00,Auth,Smb,Medium,Mid,1,3,753.0,10.0,0.0,1.7.13,Bug,2,0,Sre,Medium,2024-01-14 23:29:00,29.0
TCKT-102679,2023-06-12 06:39:00,Auth,Free-Tier,High,Junior,1,2,701.0,11.0,0.0,4.2.7,Performance,2,0,Qa,High,2023-06-12 07:39:00,1.0
TCKT-102680,2024-12-13 07:40:00,Ui,Enterprise,Medium,Junior,0,0,376.0,8.0,0.0,3.4.10,Feature Request,2,0,Qa,Medium,2024-12-13 22:40:00,15.0
TCKT-102681,2024-12-05 04:52:00,Auth,Internal,Medium,Junior,1,1,683.0,8.0,0.0,3.8.10,Question,1,0,Qa,Medium,2024-12-05 21:52:00,17.0
TCKT-102682,2025-02-03 22:09:00,Devops,Enterprise,Medium,Mid,0,1,610.0,8.0,2.0,3.9.15,Bug,2,1,Qa,Medium,2025-02-05 08:09:00,34.0
TCKT-102683,2023-08-04 05:04:00,Ui,Free-Tier,Medium,Mid,0,0,613.0,12.0,1.0,4.0.3,Feature Request,0,1,Security,Medium,2023-08-04 11:04:00,6.0
TCKT-102684,2024-08-31 16:37:00,Database,Internal,Medium,Junior,1,0,650.0,4.0,1.0,3.9.7,Question,3,0,Support,Medium,2024-09-01 13:37:00,21.0
TCKT-102685,2024-04-02 16:17:00,Ml,Free-Tier,Medium,Mid,1,1,547.0,10.0,0.0,1.0.19,Bug,1,0,Sre,Low,2024-04-03 06:17:00,14.0
TCKT-102686,2023-10-03 10:38:00,Auth,Smb,High,Mid,1,0,610.0,10.0,3.0,3.5.3,Question,1,0,Qa,High,2023-10-04 08:38:00,22.0
TCKT-102687,2023-05-18 08:48:00,Api,Enterprise,High,Mid,1,0,636.0,16.0,0.0,3.8.1,Feature Request,2,0,Qa,Medium,2023-05-18 17:48:00,9.0
TCKT-102688,2023-01-24 10:55:00,Ml,Free-Tier,Low,Junior,0,2,711.0,14.0,1.0,4.4.13,Bug,1,0,Sre,Low,2023-01-24 19:55:00,9.0
TCKT-102689,2024-01-05 18:08:00,Security,Enterprise,Low,Mid,1,0,597.5284210526315,10.0,1.003157894736842,5.1.15,Bug,3,0,Dev,Low,2024-01-06 12:08:00,18.0
TCKT-102690,2023-08-29 01:35:00,Devops,Enterprise,Medium,Senior,1,1,793.0,7.0,2.0,5.9.10,Bug,3,1,Security,Medium,2023-08-30 03:35:00,26.0
TCKT-102691,2025-05-21 09:47:00,Ml,Internal,Medium,Junior,1,0,426.0,11.0,1.0,5.4.3,Feature Request,5,0,Security,Medium,2025-05-22 04:47:00,19.0
TCKT-102692,2025-04-18 08:48:00,Devops,Internal,Low,Junior,1,1,714.0,14.0,0.0,2.3.6,Bug,2,0,Support,Medium,2025-04-19 04:48:00,20.0
TCKT-102693,2025-06-23 02:43:00,Devops,Free-Tier,High,Junior,1,1,611.0,12.0,3.0,3.7.16,Bug,2,0,Qa,Medium,2025-06-24 11:43:00,33.0
TCKT-102694,2023-01-02 03:14:00,Devops,Enterprise,Low,Junior,1,0,407.0,12.0,2.0,2.1.10,Bug,0,1,Support,Medium,2023-01-03 00:14:00,21.0
TCKT-102695,2024-01-26 01:09:00,Database,Internal,Urgent,Mid,0,0,679.0,11.0,0.0,3.1.1,Bug,2,1,Support,High,2024-01-26 02:09:00,1.0
TCKT-102696,2025-01-29 14:37:00,Devops,Internal,High,Senior,1,2,597.5284210526315,10.0,1.003157894736842,3.5.2,Bug,1,1,Support,High,2025-01-29 15:37:00,1.0
TCKT-102697,2023-09-14 16:27:00,Devops,Enterprise,High,Senior,1,2,760.0,11.0,0.0,3.5.1,Feature Request,3,0,Support,Medium,2023-09-15 20:27:00,28.0
TCKT-102698,2025-03-27 22:29:00,Security,Enterprise,Low,Junior,0,1,493.0,8.0,1.0,2.2.7,Performance,3,0,Sre,Medium,2025-03-28 16:29:00,18.0
TCKT-102699,2024-02-14 22:01:00,Api,Enterprise,Low,Mid,0,0,375.0,8.0,0.0,1.1.6,Bug,4,1,Sre,Low,2024-02-16 16:01:00,42.0
TCKT-102700,2025-02-01 09:42:00,Ui,Enterprise,Medium,Mid,1,0,830.0,9.0,1.0,5.0.14,Bug,3,1,Sre,Low,2025-02-03 05:42:00,44.0
TCKT-102701,2024-07-30 16:26:00,Backend,Free-Tier,High,Mid,1,2,627.0,1.0,3.0,4.5.12,Performance,0,0,Support,Medium,2024-08-01 00:26:00,32.0
TCKT-102702,2023-10-05 23:25:00,Security,Smb,Medium,Mid,1,1,730.0,3.0,0.0,3.2.18,Bug,2,0,Qa,Medium,2023-10-06 21:25:00,22.0
TCKT-102703,2024-12-09 06:15:00,Ui,Internal,Medium,Junior,1,2,472.0,10.0,2.0,1.1.15,Bug,0,0,Security,Low,2024-12-10 19:15:00,37.0
TCKT-102704,2023-10-25 10:40:00,Devops,Free-Tier,Low,Mid,0,1,316.0,8.0,0.0,4.6.18,Bug,1,0,Qa,Medium,2023-10-26 01:40:00,15.0
TCKT-102705,2024-02-18 21:59:00,Api,Enterprise,Low,Mid,1,1,851.0,6.0,1.0,4.2.16,Question,2,1,Support,Medium,2024-02-19 18:59:00,21.0
TCKT-102706,2024-08-09 03:41:00,Ml,Internal,High,Mid,0,0,599.0,6.0,0.0,2.3.17,Bug,2,1,Dev,Medium,2024-08-09 20:41:00,17.0
TCKT-102707,2023-04-01 04:29:00,Api,Smb,Low,Mid,1,2,597.5284210526315,10.0,1.003157894736842,4.4.19,Bug,1,0,Sre,Low,2023-04-01 14:29:00,10.0
TCKT-102708,2023-03-29 01:30:00,Security,Internal,Low,Junior,1,1,698.0,7.0,0.0,4.3.15,Crash,7,0,Qa,Critical,2023-03-29 11:30:00,10.0
TCKT-102709,2025-01-19 20:59:00,Devops,Enterprise,Medium,Junior,1,1,549.0,8.0,2.0,5.8.19,Bug,3,0,Sre,Medium,2025-01-21 06:59:00,34.0
TCKT-102710,2023-01-01 20:14:00,Api,Free-Tier,Urgent,Senior,1,3,633.0,5.0,0.0,3.8.6,Bug,1,0,Qa,Critical,2023-01-02 02:14:00,6.0
TCKT-102711,2025-01-15 06:57:00,Auth,Enterprise,Medium,Mid,1,2,839.0,11.0,1.0,2.9.14,Crash,5,0,Dev,Critical,2025-01-15 09:57:00,3.0
TCKT-102712,2023-09-26 11:20:00,Api,Enterprise,Low,Senior,1,3,595.0,7.0,1.0,5.7.8,Bug,1,0,Qa,Low,2023-09-28 02:20:00,39.0
TCKT-102713,2024-02-08 00:19:00,Devops,Internal,Medium,Junior,1,1,741.0,15.0,1.0,2.1.8,Bug,1,0,Sre,Medium,2024-02-08 14:19:00,14.0
TCKT-102714,2023-10-09 21:58:00,Database,Enterprise,Urgent,Mid,0,1,301.0,8.0,0.0,1.2.13,Feature Request,3,0,Dev,High,2023-10-10 03:58:00,6.0
TCKT-102715,2024-12-17 09:23:00,Auth,Smb,High,Mid,1,2,768.0,6.0,1.0,3.5.10,Performance,1,1,Sre,Medium,2024-12-17 11:23:00,2.0
TCKT-102716,2023-11-27 14:51:00,Api,Smb,Medium,Senior,0,0,371.0,8.0,1.0,3.7.1,Feature Request,2,1,Security,Medium,2023-11-28 05:51:00,15.0
TCKT-102717,2024-07-23 17:46:00,Backend,Internal,Medium,Junior,1,1,751.0,10.0,2.0,3.2.9,Performance,2,0,Support,Low,2024-07-25 08:46:00,39.0
TCKT-102718,2023-06-29 20:52:00,Backend,Enterprise,Medium,Junior,0,1,658.0,10.0,0.0,2.1.11,Question,1,0,Security,Low,2023-06-30 16:52:00,20.0
TCKT-102719,2025-05-30 06:33:00,Api,Enterprise,Low,Mid,0,0,585.0,7.0,1.0,3.5.18,Bug,2,0,Support,Low,2025-05-31 13:33:00,31.0
TCKT-102720,2025-03-19 17:00:00,Database,Enterprise,Medium,Senior,1,0,585.0,13.0,3.0,3.8.0,Question,2,1,Support,Medium,2025-03-20 21:00:00,28.0
TCKT-102721,2024-01-30 10:24:00,Ml,Smb,High,Senior,0,1,562.0,11.0,0.0,1.1.1,Feature Request,3,0,Security,High,2024-01-30 15:24:00,5.0
TCKT-102722,2024-07-20 22:27:00,Devops,Enterprise,Urgent,Senior,1,3,476.0,4.0,1.0,5.5.0,Bug,3,1,Dev,Critical,2024-07-21 06:27:00,8.0
TCKT-102723,2024-09-03 19:22:00,Backend,Enterprise,Low,Senior,0,2,569.0,10.0,0.0,4.4.13,Bug,1,0,Support,Low,2024-09-05 18:22:00,47.0
TCKT-102724,2023-06-27 13:47:00,Ml,Enterprise,Low,Junior,1,2,931.0,10.0,3.0,3.1.9,Question,1,1,Qa,Medium,2023-06-28 14:47:00,25.0
TCKT-102725,2024-11-05 09:51:00,Api,Enterprise,Medium,Junior,1,1,795.0,13.0,1.0,1.9.3,Crash,3,0,Security,High,2024-11-06 02:51:00,17.0
TCKT-102726,2024-01-10 04:30:00,Security,Smb,High,Junior,1,1,469.0,9.0,1.0,3.6.16,Question,1,0,Qa,Medium,2024-01-11 12:30:00,32.0
TCKT-102727,2023-02-02 05:20:00,Ml,Internal,High,Mid,1,0,640.0,6.0,0.0,5.1.16,Question,1,0,Dev,Medium,2023-02-03 02:20:00,21.0
TCKT-102728,2025-04-17 19:50:00,Auth,Enterprise,Low,Senior,1,1,614.0,9.0,3.0,1.8.11,Bug,2,0,Dev,Low,2025-04-18 22:50:00,27.0
TCKT-102729,2024-05-17 22:53:00,Ui,Smb,Low,Senior,0,0,578.0,13.0,2.0,5.0.19,Bug,0,0,Security,Low,2024-05-19 11:53:00,37.0
TCKT-102730,2023-09-01 17:22:00,Backend,Smb,Medium,Junior,0,2,449.0,11.0,0.0,5.2.6,Bug,1,0,Qa,Medium,2023-09-01 19:22:00,2.0
TCKT-102731,2023-06-27 01:22:00,Api,Smb,Medium,Mid,1,1,666.0,7.0,0.0,4.0.19,Bug,1,0,Sre,Medium,2023-06-28 06:22:00,29.0
TCKT-102732,2024-11-14 23:51:00,Security,Internal,High,Senior,0,2,726.0,10.0,1.0,3.4.2,Feature Request,2,0,Support,High,2024-11-15 16:51:00,17.0
TCKT-102733,2023-01-30 02:48:00,Devops,Smb,Medium,Mid,0,1,474.0,12.0,1.0,5.3.8,Bug,3,0,Sre,Medium,2023-01-30 12:48:00,10.0
TCKT-102734,2025-02-17 14:24:00,Security,Smb,High,Junior,1,1,893.0,14.0,2.0,4.7.7,Bug,1,0,Sre,High,2025-02-18 02:24:00,12.0
TCKT-102735,2024-11-19 14:03:00,Database,Enterprise,High,Mid,1,0,828.0,7.0,0.0,2.2.15,Bug,1,0,Security,Medium,2024-11-20 06:03:00,16.0
TCKT-102736,2023-06-21 09:20:00,Auth,Smb,High,Mid,1,1,682.0,11.0,2.0,3.3.9,Bug,4,0,Sre,High,2023-06-21 11:20:00,2.0
TCKT-102737,2024-09-02 19:47:00,Api,Smb,Medium,Mid,0,0,415.0,8.0,0.0,4.0.14,Bug,1,0,Sre,Medium,2024-09-04 05:47:00,34.0
TCKT-102738,2024-04-10 09:23:00,Devops,Enterprise,High,Mid,0,2,660.0,13.0,1.0,2.1.7,Bug,2,0,Support,Medium,2024-04-11 09:23:00,24.0
TCKT-102739,2024-03-30 23:05:00,Database,Enterprise,Low,Junior,1,1,642.0,8.0,1.0,2.8.0,Bug,1,0,Dev,Low,2024-03-31 04:05:00,5.0
TCKT-102740,2023-02-06 05:34:00,Database,Free-Tier,Medium,Senior,1,0,676.0,12.0,2.0,2.9.4,Bug,5,0,Support,Medium,2023-02-07 00:34:00,19.0
TCKT-102741,2023-04-04 06:57:00,Api,Smb,Low,Mid,0,0,838.0,8.0,1.0,1.9.4,Bug,0,0,Support,Low,2023-04-05 16:57:00,34.0
TCKT-102742,2023-10-07 20:39:00,Auth,Smb,Medium,Mid,0,0,573.0,9.0,3.0,2.9.13,Bug,5,0,Security,Medium,2023-10-08 19:39:00,23.0
TCKT-102743,2024-05-29 17:15:00,Ml,Free-Tier,Medium,Senior,0,0,907.0,9.0,1.0,4.6.8,Bug,2,1,Dev,Medium,2024-05-30 14:15:00,21.0
TCKT-102744,2025-06-14 21:46:00,Ml,Internal,Low,Junior,1,2,660.0,14.0,0.0,2.2.10,Bug,1,0,Qa,Medium,2025-06-16 02:46:00,29.0
TCKT-102745,2023-11-01 03:07:00,Database,Smb,Urgent,Junior,1,2,556.0,8.0,0.0,5.0.0,Bug,1,0,Qa,Critical,2023-11-01 07:07:00,4.0
TCKT-102746,2023-11-03 04:33:00,Ml,Internal,Low,Senior,1,0,959.0,9.0,2.0,3.4.15,Question,2,0,Sre,Low,2023-11-04 18:33:00,38.0
TCKT-102747,2024-09-30 02:06:00,Ui,Internal,High,Junior,1,0,724.0,6.0,2.0,4.2.8,Bug,5,1,Security,Medium,2024-10-01 11:06:00,33.0
TCKT-102748,2023-01-12 17:15:00,Database,Smb,Urgent,Mid,0,1,531.0,8.0,3.0,2.9.9,Bug,0,0,Dev,Critical,2023-01-13 04:15:00,11.0
