ticket_id,submitted_at,product_area,customer_type,priority,reporter_experience,reproduction_steps,num_attachments,description_length,affected_users_count,prev_similar_tickets,module_version,ticket_type,auto_tag_count,sla_breached,assigned_team,severity,resolved_at
TCKT-102603,11/6/2023 3:12,UI,Enterprise,Medium,Mid,TRUE,2,631,6,0,5.1.12,Feature Request,0,Yes,QA,Low,11/7/2023 10:12
TCKT-102604,6/18/2025 13:00,Auth,Enterprise,High,Senior,TRUE,0,483,7,0,5.1.7,Feature Request,3,No,Security,Medium,6/19/2025 14:00
TCKT-102605,7/29/2023 3:01,Auth,Enterprise,Low,Senior,TRUE,0,436,6,3,5.4.6,Bug,2,No,Support,Medium,7/29/2023 10:01
TCKT-102606,7/20/2024 16:40,Security,Enterprise,Low,Junior,FALSE,0,752,11,2,3.1.3,Bug,1,No,Security,Medium,7/21/2024 15:40
TCKT-102607,1/2/2023 9:51,UI,Enterprise,Medium,Mid,FALSE,1,619,7,0,4.8.16,Feature Request,1,No,Security,Medium,1/3/2023 20:51
TCKT-102608,12/1/2024 19:23,API,Internal,Medium,Mid,TRUE,1,701,12,1,5.3.9,Bug,4,No,SRE,Medium,12/2/2024 6:23
TCKT-102609,8/13/2023 11:20,DevOps,Free-tier,Low,Junior,TRUE,0,201,8,1,3.0.3,Question,2,No,SRE,Low,8/14/2023 12:20
TCKT-102610,12/1/2023 13:21,Security,Free-tier,Low,Mid,FALSE,1,636,8,0,2.6.7,Crash,4,Yes,Support,High,12/2/2023 5:21
TCKT-102611,10/29/2024 14:39,Security,Internal,Low,Mid,FALSE,1,523,8,2,3.1.10,Bug,0,No,SRE,Low,10/30/2024 0:39
TCKT-102612,8/19/2024 17:44,API,SMB,High,Senior,TRUE,1,390,8,2,3.9.10,Bug,2,No,Dev,High,8/20/2024 9:44
TCKT-102613,1/23/2025 18:47,DevOps,Internal,Medium,Junior,FALSE,1,590,9,1,1.9.3,Bug,1,No,Security,Low,1/24/2025 12:47
TCKT-102614,4/12/2024 13:04,Database,Enterprise,Low,Junior,TRUE,2,763,5,2,4.3.0,Bug,3,No,Support,Medium,4/13/2024 2:04
TCKT-102615,5/30/2025 2:26,DevOps,SMB,Low,Senior,TRUE,2,939,15,3,4.3.0,Bug,1,No,Support,Low,5/31/2025 1:26
TCKT-102616,6/13/2023 1:44,Database,SMB,Low,Mid,TRUE,0,636,14,0,4.3.0,Question,2,No,SRE,Medium,6/13/2023 5:44
TCKT-102617,10/3/2024 21:20,Auth,SMB,Medium,Senior,TRUE,2,493,9,0,1.7.6,Question,1,Yes,Support,Low,10/5/2024 11:20
TCKT-102618,6/19/2025 23:08,Backend,Internal,Low,Junior,TRUE,0,484,16,1,4.4.13,Question,1,No,Support,Low,6/21/2025 0:08
TCKT-102619,8/16/2024 22:42,Auth,Enterprise,High,Mid,TRUE,0,744,10,2,5.6.1,Bug,4,No,Dev,Medium,8/17/2024 8:42
TCKT-102620,1/7/2024 21:10,Auth,Enterprise,Low,Mid,TRUE,1,450,10,0,2.6.19,Bug,1,No,Security,Medium,1/9/2024 3:10
TCKT-102621,10/11/2024 18:20,Backend,Free-tier,Low,Junior,FALSE,1,693,10,0,4.4.6,Feature Request,6,Yes,Support,Low,10/12/2024 1:20
TCKT-102622,1/16/2025 21:20,DevOps,Enterprise,High,Mid,FALSE,1,644,12,0,2.4.17,Bug,2,No,Support,High,1/17/2025 17:20
TCKT-102623,5/10/2023 7:50,Security,SMB,High,Mid,TRUE,1,627,10,1,2.5.6,Question,2,No,Support,Medium,5/11/2023 1:50
TCKT-102624,3/31/2025 8:51,DevOps,Free-tier,Low,Junior,TRUE,1,364,10,3,4.4.15,Performance,1,No,QA,Medium,4/1/2025 11:51
TCKT-102625,2/13/2024 23:55,Database,SMB,High,Junior,TRUE,1,546,8,1,3.3.17,Bug,2,Yes,Dev,Medium,2/14/2024 21:55
TCKT-102626,8/5/2024 17:19,API,SMB,Medium,Mid,TRUE,2,381,18,3,1.4.11,Bug,3,No,Security,Low,8/6/2024 16:19
TCKT-102627,3/28/2023 4:06,Database,Enterprise,High,Mid,TRUE,0,511,13,0,2.5.17,Bug,2,No,QA,High,3/28/2023 20:06
TCKT-102628,1/31/2025 7:45,API,Enterprise,Medium,Senior,TRUE,1,737,7,2,2.3.13,Bug,2,No,Support,Medium,2/1/2025 14:45
TCKT-102629,1/25/2025 19:12,Auth,Internal,Medium,Mid,TRUE,1,784,5,1,3.8.15,Bug,2,No,SRE,Low,1/27/2025 7:12
TCKT-102630,4/29/2023 16:32,Backend,SMB,Urgent,Junior,TRUE,2,632,14,1,4.5.12,Bug,2,No,Support,High,4/29/2023 23:32
TCKT-102631,4/18/2023 1:00,Auth,SMB,Low,Senior,TRUE,1,514,9,0,3.0.8,Bug,3,No,Dev,Low,4/18/2023 16:00
TCKT-102632,5/27/2023 15:45,UI,Enterprise,Medium,Senior,FALSE,0,838,4,0,3.4.6,Bug,2,No,Support,Medium,5/28/2023 19:45
TCKT-102633,5/15/2024 3:10,DevOps,Enterprise,Medium,Junior,TRUE,1,,,,2.3.14,Bug,2,No,SRE,Medium,5/15/2024 13:10
TCKT-102634,2/28/2024 18:17,API,Free-tier,Low,Mid,TRUE,0,429,10,1,5.5.0,Question,5,No,QA,Low,2/29/2024 10:17
TCKT-102635,11/22/2023 14:52,Database,Enterprise,Low,Junior,TRUE,2,704,11,2,5.1.13,Crash,3,No,Dev,High,11/23/2023 2:52
TCKT-102636,12/14/2024 3:18,Backend,SMB,Low,Junior,TRUE,1,668,13,0,1.5.6,Bug,0,No,QA,Low,12/14/2024 19:18
TCKT-102637,5/23/2024 6:38,API,Enterprise,Medium,Junior,TRUE,1,518,11,2,1.1.16,Bug,3,No,SRE,Medium,5/23/2024 20:38
TCKT-102638,4/6/2024 17:44,Database,SMB,Medium,Junior,FALSE,2,615,9,0,5.7.4,Bug,2,Yes,Security,Medium,4/6/2024 19:44
TCKT-102639,6/26/2023 18:20,DevOps,Free-tier,Medium,Senior,TRUE,0,666,8,1,2.4.19,Bug,4,Yes,QA,Medium,6/27/2023 18:20
TCKT-102640,6/15/2023 3:44,Auth,SMB,Low,Mid,FALSE,0,630,7,1,2.7.0,Bug,2,No,QA,Low,6/16/2023 6:44
TCKT-102641,2/2/2025 5:37,DevOps,Enterprise,Medium,Senior,TRUE,1,668,14,1,1.7.10,Bug,4,No,Support,Low,2/2/2025 9:37
TCKT-102642,7/25/2023 18:20,ML,SMB,Urgent,Mid,TRUE,1,524,6,0,4.3.6,Crash,4,No,Dev,High,7/26/2023 16:20
TCKT-102643,1/16/2023 13:32,UI,Internal,Medium,Mid,TRUE,1,678,8,0,1.6.3,bug,2,Yes,Dev,Low,1/17/2023 6:32
TCKT-102644,5/21/2024 6:51,ML,SMB,Medium,Mid,TRUE,0,602,20,1,4.4.17,Bug,1,No,Security,Medium,5/21/2024 10:51
TCKT-102645,3/29/2025 7:25,Backend,Internal,High,Senior,TRUE,3,529,9,0,5.2.2,Bug,0,No,Security,High,3/30/2025 4:25
TCKT-102646,9/29/2023 13:15,API,SMB,High,Mid,FALSE,2,563,5,1,1.1.19,Bug,1,Yes,QA,High,9/30/2023 4:15
TCKT-102647,8/5/2024 2:36,Backend,Internal,Medium,Mid,TRUE,2,585,19,0,1.8.13,Feature Request,1,Yes,Security,Low,8/6/2024 14:36
TCKT-102648,4/12/2024 19:22,Auth,SMB,High,Senior,TRUE,2,383,9,0,4.3.4,Bug,3,Yes,Dev,High,4/13/2024 7:22
TCKT-102649,9/17/2023 0:58,Database,Enterprise,Medium,Junior,FALSE,1,504,12,1,3.7.6,Bug,2,No,Dev,Medium,9/17/2023 5:58
TCKT-102650,2/6/2025 0:33,DevOps,Enterprise,High,Mid,TRUE,3,609,14,1,3.1.17,Bug,1,No,QA,High,2/6/2025 20:33
TCKT-102651,5/16/2024 21:36,ML,Enterprise,Low,Senior,TRUE,38,397,2574,0,2.2.14,Bug,1,No,QA,Medium,5/17/2024 18:36
TCKT-102652,11/18/2024 5:51,Security,Free-tier,Low,Senior,TRUE,3,507,9,0,3.9.16,Bug,2,No,SRE,Low,11/18/2024 19:51
TCKT-102653,4/27/2023 6:29,ML,Internal,Low,Junior,TRUE,1,,,,3.2.12,Bug,0,No,Dev,Low,4/28/2023 22:29
TCKT-102654,3/20/2025 19:47,Auth,SMB,High,Mid,TRUE,3,430,14,2,2.0.0,Feature Request,0,No,Security,Medium,3/22/2025 0:47
TCKT-102655,6/2/2023 4:09,ML,Enterprise,Medium,Mid,TRUE,0,542,15,1,1.7.10,Bug,1,No,SRE,Medium,6/3/2023 11:09
TCKT-102656,6/16/2024 18:38,Auth,Enterprise,Low,Junior,TRUE,1,474,11,0,3.6.8,bug,4,No,Support,Critical,6/17/2024 1:38
TCKT-102657,4/17/2023 14:15,Security,Internal,Low,Mid,TRUE,1,582,10,0,1.8.6,Feature Request,0,No,Security,Low,4/19/2023 11:15
TCKT-102658,7/5/2023 2:22,Backend,SMB,Urgent,Junior,TRUE,1,477,12,1,1.6.1,Performance,1,No,Support,Critical,7/5/2023 3:22
TCKT-102659,8/11/2023 17:29,DevOps,Enterprise,High,Mid,TRUE,1,,,,2.6.0,Crash,4,Yes,SRE,High,8/12/2023 16:29
TCKT-102660,9/2/2024 21:39,API,SMB,Medium,Mid,TRUE,2,492,13,1,2.7.9,Performance,1,No,Dev,Low,9/3/2024 3:39
TCKT-102661,2/7/2024 16:05,Database,Enterprise,Medium,Mid,FALSE,0,758,7,0,4.1.1,Bug,3,No,Dev,Low,2/8/2024 6:05
TCKT-102662,11/23/2023 13:09,API,Enterprise,Medium,Mid,TRUE,1,612,10,1,2.7.11,Bug,1,No,Support,Medium,11/24/2023 16:09
TCKT-102663,8/29/2024 5:39,Backend,SMB,Medium,Mid,FALSE,2,449,10,0,5.7.16,Bug,2,No,Dev,Medium,8/29/2024 16:39
TCKT-102664,12/16/2024 0:23,Database,Enterprise,Urgent,Junior,TRUE,1,726,10,1,1.7.14,Bug,1,Yes,QA,High,12/16/2024 8:23
TCKT-102665,5/1/2025 10:47,ML,Free-tier,Low,Junior,TRUE,1,456,4,1,5.7.16,Bug,1,No,SRE,Low,5/1/2025 16:47
TCKT-102666,6/8/2023 23:54,Security,Enterprise,Medium,Junior,TRUE,0,365,10,0,3.7.13,Bug,2,No,Security,Low,6/10/2023 21:54
TCKT-102667,3/26/2024 3:31,Security,Enterprise,Medium,Junior,FALSE,0,599,13,0,1.3.9,Performance,1,No,SRE,Medium,3/27/2024 10:31
TCKT-102668,1/20/2024 4:19,UI,Enterprise,Medium,Mid,TRUE,0,886,13,1,4.2.14,Feature Request,1,No,Support,Medium,1/20/2024 6:19
TCKT-102669,7/5/2024 3:38,Backend,Internal,Medium,Mid,FALSE,4,325,8,0,3.9.8,Crash,3,No,Support,Critical,7/5/2024 13:38
TCKT-102670,9/4/2023 2:41,Backend,SMB,Medium,Junior,FALSE,0,400,7,1,2.7.15,Bug,2,No,Dev,Medium,9/4/2023 15:41
TCKT-102671,10/19/2023 6:07,DevOps,SMB,Low,Junior,TRUE,2,712,12,2,3.6.7,Bug,1,No,Support,Medium,10/20/2023 10:07
TCKT-102672,12/23/2023 8:25,API,Enterprise,Medium,Mid,TRUE,0,503,12,1,2.6.2,Bug,4,No,Security,Medium,12/23/2023 23:25
TCKT-102673,8/27/2024 19:54,Backend,Enterprise,Low,Mid,TRUE,1,691,6,0,5.4.18,Bug,1,No,SRE,Medium,8/28/2024 10:54
TCKT-102674,2/28/2024 1:39,Backend,SMB,Low,Senior,TRUE,0,474,13,0,1.1.1,Bug,2,No,Security,Low,2/29/2024 14:39
TCKT-102675,4/28/2025 19:16,ML,Internal,Low,Mid,TRUE,0,621,11,0,2.6.16,Crash,2,No,SRE,High,4/29/2025 7:16
TCKT-102676,6/4/2024 17:42,ML,smb,High,Mid,FALSE,1,861,6,0,2.6.6,Bug,2,No,Dev,High,6/4/2024 22:42
TCKT-102677,1/29/2025 2:27,Database,Enterprise,Medium,Junior,TRUE,2,420,9,1,2.9.15,Bug,3,Yes,Support,Low,1/29/2025 13:27
TCKT-102678,1/13/2024 18:29,Auth,SMB,Medium,Mid,TRUE,3,753,10,0,1.7.13,Bug,2,No,SRE,Medium,1/14/2024 23:29
TCKT-102679,6/12/2023 6:39,Auth,Free-tier,High,Junior,TRUE,2,701,11,0,4.2.7,Performance,2,No,QA,High,6/12/2023 7:39
TCKT-102680,12/13/2024 7:40,UI,Enterprise,Medium,Junior,FALSE,0,376,8,0,3.4.10,Feature Request,2,No,QA,Medium,12/13/2024 22:40
TCKT-102681,12/5/2024 4:52,Auth,Internal,Medium,Junior,TRUE,1,683,8,0,3.8.10,Question,1,No,QA,Medium,12/5/2024 21:52
TCKT-102682,2/3/2025 22:09,DevOps,Enterprise,Medium,Mid,FALSE,1,610,8,2,3.9.15,Bug,2,Yes,QA,Medium,2/5/2025 8:09
TCKT-102683,8/4/2023 5:04,UI,Free-tier,Medium,Mid,FALSE,0,613,12,1,4.0.3,Feature Request,0,Yes,Security,Medium,8/4/2023 11:04
TCKT-102684,8/31/2024 16:37,Database,Internal,Medium,Junior,TRUE,0,650,4,1,3.9.7,Question,3,No,Support,Medium,9/1/2024 13:37
TCKT-102685,4/2/2024 16:17,ML,Free-tier,Medium,Mid,TRUE,1,547,10,0,1.0.19,Bug,1,No,SRE,Low,4/3/2024 6:17
TCKT-102686,10/3/2023 10:38,Auth,SMB,High,Mid,TRUE,0,610,10,3,3.5.3,Question,1,No,QA,High,10/4/2023 8:38
TCKT-102687,5/18/2023 8:48,API,Enterprise,High,Mid,TRUE,0,636,16,0,3.8.1,Feature Request,2,No,QA,Medium,5/18/2023 17:48
TCKT-102688,1/24/2023 10:55,ML,Free-tier,Low,Junior,FALSE,2,711,14,1,4.4.13,Bug,1,No,SRE,Low,1/24/2023 19:55
TCKT-102689,1/5/2024 18:08,Security,Enterprise,Low,Mid,TRUE,0,,,,5.1.15,Bug,3,No,Dev,Low,1/6/2024 12:08
TCKT-102690,8/29/2023 1:35,DevOps,Enterprise,Medium,Senior,TRUE,1,793,7,2,5.9.10,Bug,3,Yes,Security,Medium,8/30/2023 3:35
TCKT-102691,5/21/2025 9:47,ML,Internal,Medium,Junior,TRUE,0,426,11,1,5.4.3,Feature Request,5,No,Security,Medium,5/22/2025 4:47
TCKT-102692,4/18/2025 8:48,DevOps,Internal,Low,Junior,TRUE,1,714,14,0,2.3.6,Bug,2,No,Support,Medium,4/19/2025 4:48
TCKT-102693,6/23/2025 2:43,DevOps,Free-tier,High,Junior,TRUE,1,611,12,3,3.7.16,Bug,2,No,QA,Medium,6/24/2025 11:43
TCKT-102694,1/2/2023 3:14,DevOps,Enterprise,Low,Junior,TRUE,0,407,12,2,2.1.10,Bug,0,Yes,Support,Medium,1/3/2023 0:14
TCKT-102695,1/26/2024 1:09,Database,Internal,Urgent,Mid,FALSE,0,679,11,0,3.1.1,Bug,2,Yes,Support,High,1/26/2024 2:09
TCKT-102696,1/29/2025 14:37,DevOps,Internal,High,Senior,TRUE,2,,,,3.5.2,Bug,1,Yes,Support,High,1/29/2025 15:37
TCKT-102697,9/14/2023 16:27,DevOps,Enterprise,High,Senior,TRUE,2,760,11,0,3.5.1,Feature Request,3,No,Support,Medium,9/15/2023 20:27
TCKT-102698,3/27/2025 22:29,Security,Enterprise,Low,Junior,FALSE,1,493,8,1,2.2.7,Performance,3,No,SRE,Medium,3/28/2025 16:29
TCKT-102699,2/14/2024 22:01,API,Enterprise,Low,Mid,FALSE,0,375,8,0,1.1.6,Bug,4,Yes,SRE,Low,2/16/2024 16:01
TCKT-102700,2/1/2025 9:42,UI,Enterprise,Medium,Mid,TRUE,0,830,9,1,5.0.14,Bug,3,Yes,SRE,Low,2/3/2025 5:42
TCKT-102701,7/30/2024 16:26,Backend,Free-tier,high,Mid,TRUE,2,627,1,3,4.5.12,Performance,0,No,Support,Medium,8/1/2024 0:26
TCKT-102702,10/5/2023 23:25,Security,SMB,Medium,Mid,TRUE,1,730,3,0,3.2.18,Bug,2,No,QA,Medium,10/6/2023 21:25
TCKT-102703,12/9/2024 6:15,UI,Internal,Medium,Junior,TRUE,2,472,10,2,1.1.15,Bug,0,No,Security,Low,12/10/2024 19:15
TCKT-102704,10/25/2023 10:40,DevOps,Free-tier,Low,Mid,FALSE,1,316,8,0,4.6.18,Bug,1,No,QA,Medium,10/26/2023 1:40
TCKT-102705,2/18/2024 21:59,API,Enterprise,Low,Mid,TRUE,1,851,6,1,4.2.16,Question,2,Yes,Support,Medium,2/19/2024 18:59
TCKT-102706,8/9/2024 3:41,ML,Internal,High,Mid,FALSE,0,599,6,0,2.3.17,Bug,2,Yes,Dev,Medium,8/9/2024 20:41
TCKT-102707,4/1/2023 4:29,API,SMB,Low,Mid,TRUE,2,,,,4.4.19,Bug,1,No,SRE,Low,4/1/2023 14:29
TCKT-102708,3/29/2023 1:30,Security,Internal,Low,Junior,TRUE,1,698,7,0,4.3.15,Crash,7,No,QA,Critical,3/29/2023 11:30
TCKT-102709,1/19/2025 20:59,DevOps,Enterprise,Medium,Junior,TRUE,1,549,8,2,5.8.19,Bug,3,No,SRE,Medium,1/21/2025 6:59
TCKT-102710,1/1/2023 20:14,API,Free-tier,Urgent,Senior,TRUE,3,633,5,0,3.8.6,Bug,1,No,QA,Critical,1/2/2023 2:14
TCKT-102711,1/15/2025 6:57,Auth,Enterprise,Medium,Mid,TRUE,2,839,11,1,2.9.14,Crash,5,No,Dev,Critical,1/15/2025 9:57
TCKT-102712,9/26/2023 11:20,API,Enterprise,Low,Senior,TRUE,3,595,7,1,5.7.8,Bug,1,No,QA,Low,9/28/2023 2:20
TCKT-102713,2/8/2024 0:19,DevOps,Internal,Medium,Junior,TRUE,1,741,15,1,2.1.8,Bug,1,No,SRE,Medium,2/8/2024 14:19
TCKT-102714,10/9/2023 21:58,Database,Enterprise,Urgent,Mid,FALSE,1,301,8,0,1.2.13,Feature Request,3,No,Dev,High,10/10/2023 3:58
TCKT-102715,12/17/2024 9:23,Auth,SMB,High,Mid,TRUE,2,768,6,1,3.5.10,Performance,1,Yes,SRE,Medium,12/17/2024 11:23
TCKT-102716,11/27/2023 14:51,API,SMB,Medium,Senior,FALSE,0,371,8,1,3.7.1,Feature Request,2,Yes,Security,Medium,11/28/2023 5:51
TCKT-102717,7/23/2024 17:46,Backend,Internal,Medium,Junior,TRUE,1,751,10,2,3.2.9,Performance,2,No,Support,Low,7/25/2024 8:46
TCKT-102718,6/29/2023 20:52,Backend,Enterprise,Medium,Junior,FALSE,1,658,10,0,2.1.11,Question,1,No,Security,Low,6/30/2023 16:52
TCKT-102719,5/30/2025 6:33,API,Enterprise,Low,Mid,FALSE,0,585,7,1,3.5.18,Bug,2,No,Support,Low,5/31/2025 13:33
TCKT-102720,3/19/2025 17:00,Database,Enterprise,Medium,Senior,TRUE,0,585,13,3,3.8.0,Question,2,Yes,Support,Medium,3/20/2025 21:00
TCKT-102721,1/30/2024 10:24,ML,SMB,high,Senior,FALSE,1,562,11,0,1.1.1,Feature Request,3,No,Security,High,1/30/2024 15:24
TCKT-102722,7/20/2024 22:27,DevOps,Enterprise,Urgent,Senior,TRUE,3,476,4,1,5.5.0,Bug,3,Yes,Dev,Critical,7/21/2024 6:27
TCKT-102723,9/3/2024 19:22,Backend,Enterprise,Low,Senior,FALSE,2,569,10,0,4.4.13,Bug,1,No,Support,Low,9/5/2024 18:22
TCKT-102724,6/27/2023 13:47,ML,Enterprise,Low,Junior,TRUE,2,931,10,3,3.1.9,Question,1,Yes,QA,Medium,6/28/2023 14:47
TCKT-102725,11/5/2024 9:51,API,Enterprise,Medium,Junior,TRUE,1,795,13,1,1.9.3,Crash,3,No,Security,High,11/6/2024 2:51
TCKT-102726,1/10/2024 4:30,Security,SMB,High,Junior,TRUE,1,469,9,1,3.6.16,Question,1,No,QA,Medium,1/11/2024 12:30
TCKT-102727,2/2/2023 5:20,ML,Internal,High,Mid,TRUE,0,640,6,0,5.1.16,Question,1,No,Dev,Medium,2/3/2023 2:20
TCKT-102728,4/17/2025 19:50,Auth,Enterprise,Low,Senior,TRUE,1,614,9,3,1.8.11,Bug,2,No,Dev,Low,4/18/2025 22:50
TCKT-102729,5/17/2024 22:53,UI,SMB,Low,Senior,FALSE,0,578,13,2,5.0.19,Bug,0,No,Security,Low,5/19/2024 11:53
TCKT-102730,9/1/2023 17:22,Backend,SMB,Medium,Junior,FALSE,2,449,11,0,5.2.6,Bug,1,No,QA,Medium,9/1/2023 19:22
TCKT-102731,6/27/2023 1:22,API,SMB,Medium,Mid,TRUE,1,666,7,0,4.0.19,Bug,1,No,SRE,Medium,6/28/2023 6:22
TCKT-102732,11/14/2024 23:51,Security,Internal,High,Senior,FALSE,2,726,10,1,3.4.2,Feature Request,2,No,Support,High,11/15/2024 16:51
TCKT-102733,1/30/2023 2:48,DevOps,SMB,Medium,Mid,FALSE,1,474,12,1,5.3.8,Bug,3,No,SRE,Medium,1/30/2023 12:48
TCKT-102734,2/17/2025 14:24,Security,SMB,High,Junior,TRUE,1,893,14,2,4.7.7,Bug,1,No,SRE,High,2/18/2025 2:24
TCKT-102735,11/19/2024 14:03,Database,Enterprise,high,Mid,TRUE,0,828,7,0,2.2.15,Bug,1,No,Security,Medium,11/20/2024 6:03
TCKT-102736,6/21/2023 9:20,Auth,SMB,High,Mid,TRUE,1,682,11,2,3.3.9,Bug,4,No,SRE,High,6/21/2023 11:20
TCKT-102737,9/2/2024 19:47,API,SMB,Medium,Mid,FALSE,0,415,8,0,4.0.14,Bug,1,No,SRE,Medium,9/4/2024 5:47
TCKT-102738,4/10/2024 9:23,DevOps,Enterprise,High,Mid,FALSE,2,660,13,1,2.1.7,Bug,2,No,Support,Medium,4/11/2024 9:23
TCKT-102739,3/30/2024 23:05,Database,Enterprise,Low,Junior,TRUE,1,642,8,1,2.8.0,Bug,1,No,Dev,Low,3/31/2024 4:05
TCKT-102740,2/6/2023 5:34,Database,Free-tier,Medium,Senior,TRUE,0,676,12,2,2.9.4,Bug,5,No,Support,Medium,2/7/2023 0:34
TCKT-102741,4/4/2023 6:57,API,SMB,Low,Mid,FALSE,0,838,8,1,1.9.4,Bug,0,No,Support,Low,4/5/2023 16:57
TCKT-102742,10/7/2023 20:39,Auth,SMB,Medium,Mid,FALSE,0,573,9,3,2.9.13,Bug,5,No,Security,Medium,10/8/2023 19:39
TCKT-102743,5/29/2024 17:15,ML,Free-tier,Medium,Senior,FALSE,0,907,9,1,4.6.8,Bug,2,Yes,Dev,Medium,5/30/2024 14:15
TCKT-102744,6/14/2025 21:46,ML,Internal,Low,Junior,TRUE,2,660,14,0,2.2.10,Bug,1,No,QA,Medium,6/16/2025 2:46
TCKT-102745,11/1/2023 3:07,Database,SMB,Urgent,Junior,TRUE,2,556,8,0,5.0.0,Bug,1,No,QA,Critical,11/1/2023 7:07
TCKT-102746,11/3/2023 4:33,ML,Internal,Low,Senior,TRUE,0,959,9,2,3.4.15,Question,2,No,SRE,Low,11/4/2023 18:33
TCKT-102747,9/30/2024 2:06,UI,Internal,High,Junior,TRUE,0,724,6,2,4.2.8,Bug,5,Yes,Security,Medium,10/1/2024 11:06
TCKT-102748,1/12/2023 17:15,Database,SMB,Urgent,Mid,FALSE,1,531,8,3,2.9.9,Bug,0,No,Dev,Critical,1/13/2023 4:15
TCKT-102749,8/19/2024 19:44,Database,SMB,Low,Junior,TRUE,2,612,6,0,3.2.8,Performance,2,No,Security,Low,8/21/2024 9:44
TCKT-102750,11/19/2023 15:26,DevOps,Enterprise,Medium,Junior,FALSE,1,695,8,2,3.2.10,Crash,2,Yes,Dev,High,11/20/2023 7:26
TCKT-102751,1/22/2025 12:22,ML,Free-tier,Low,Mid,TRUE,0,577,11,1,1.3.19,Bug,2,No,Dev,Low,1/22/2025 23:22
TCKT-102752,6/2/2024 6:11,Auth,SMB,Low,Junior,FALSE,1,620,11,2,2.1.0,Bug,2,Yes,Support,Medium,6/2/2024 11:11
TCKT-102753,5/29/2025 10:28,Database,Enterprise,Medium,Mid,TRUE,0,477,12,2,5.2.2,Bug,3,No,Dev,Medium,5/29/2025 16:28
TCKT-102754,3/19/2024 7:21,Security,Internal,Urgent,Mid,TRUE,1,,,,3.1.12,Question,2,No,Dev,Critical,3/19/2024 18:21
TCKT-102755,11/21/2023 17:55,Auth,SMB,Low,Senior,TRUE,34,615,1495,1,3.8.17,Bug,4,No,QA,Low,11/23/2023 1:55
TCKT-102756,1/26/2023 16:06,UI,Enterprise,Medium,Mid,TRUE,2,621,6,2,3.7.13,Feature Request,3,No,SRE,Medium,1/26/2023 19:06
TCKT-102757,4/3/2024 13:10,DevOps,SMB,Medium,Junior,FALSE,1,679,11,3,2.7.0,Feature Request,4,No,QA,Medium,4/4/2024 21:10
TCKT-102758,5/24/2023 0:32,API,SMB,High,Senior,TRUE,2,513,9,2,1.7.11,Crash,1,No,Support,High,5/24/2023 16:32
TCKT-102759,1/23/2025 14:11,Auth,Internal,Low,Mid,TRUE,1,398,11,1,3.1.11,Performance,1,No,Support,Low,1/24/2025 4:11
TCKT-102760,10/16/2024 11:40,Database,Enterprise,Medium,Mid,FALSE,1,455,11,0,1.4.9,Bug,1,No,Security,Medium,10/16/2024 18:40
TCKT-102761,11/10/2023 1:58,UI,Internal,Medium,Senior,FALSE,0,758,8,2,5.7.11,Bug,0,No,Support,Medium,11/11/2023 9:58
TCKT-102762,11/27/2024 17:21,Backend,SMB,Medium,Mid,TRUE,0,500,12,0,4.1.14,Bug,0,No,SRE,Medium,11/28/2024 12:21
TCKT-102763,5/21/2023 23:34,UI,Enterprise,Urgent,Mid,FALSE,4,533,13,0,3.3.1,Bug,3,Yes,Dev,Critical,5/22/2023 4:34
TCKT-102764,2/14/2023 8:23,UI,Free-tier,high,Mid,TRUE,1,553,13,0,1.8.1,Crash,3,No,QA,High,2/15/2023 5:23
TCKT-102765,3/14/2025 6:02,DevOps,SMB,Low,Junior,TRUE,0,507,14,1,3.8.9,Bug,2,No,Security,Low,3/14/2025 14:02
TCKT-102766,4/13/2025 22:43,API,Enterprise,Medium,Junior,TRUE,1,496,8,1,2.4.17,Feature Request,2,Yes,Support,Medium,4/15/2025 0:43
TCKT-102767,9/15/2024 3:23,Backend,SMB,Medium,Mid,TRUE,1,,,,3.0.14,Performance,2,No,Support,Low,9/15/2024 10:23
TCKT-102768,5/22/2025 8:00,ML,Internal,Medium,Junior,TRUE,1,810,11,0,5.6.3,Bug,3,No,SRE,Medium,5/23/2025 7:00
TCKT-102769,9/23/2023 15:31,ML,Enterprise,Medium,Junior,TRUE,0,702,8,1,3.2.12,Performance,3,No,QA,Medium,9/24/2023 15:31
TCKT-102770,9/24/2023 13:46,Auth,Enterprise,Medium,Junior,TRUE,1,787,7,0,2.8.11,Question,3,No,Security,Medium,9/24/2023 20:46
TCKT-102771,6/29/2023 14:17,UI,Enterprise,Medium,Mid,FALSE,3,817,7,2,5.1.15,Bug,3,No,QA,Low,7/1/2023 4:17
TCKT-102772,6/18/2024 12:10,Security,Enterprise,Urgent,Mid,TRUE,1,247,11,2,4.1.15,Bug,2,Yes,QA,Critical,6/18/2024 22:10
TCKT-102773,4/10/2025 10:58,DevOps,Internal,Low,Mid,FALSE,0,651,9,1,4.8.14,Bug,2,No,Security,Medium,4/11/2025 2:58
TCKT-102774,3/4/2023 22:45,Security,SMB,Urgent,Mid,FALSE,1,512,10,3,3.2.14,Bug,3,Yes,Support,Critical,3/5/2023 3:45
TCKT-102775,10/7/2023 12:12,DevOps,Enterprise,high,Mid,TRUE,2,767,11,0,5.8.0,Feature Request,1,No,SRE,Medium,10/8/2023 10:12
